iter	MultiClass
0	1.265314342
1	1.048531315
2	0.8885592708
3	0.7648769607
4	0.6657439417
5	0.5826309971
6	0.5138849516
7	0.456631942
8	0.4058841121
9	0.3634840768
10	0.3259097234
11	0.2927184497
12	0.2636237369
13	0.2373733982
14	0.2140235654
15	0.1932832045
16	0.1747395331
17	0.1581541145
18	0.1430054072
19	0.129795132
20	0.1178193461
21	0.1069088198
22	0.09726751625
23	0.08839719918
24	0.08035314044
25	0.07307533708
26	0.06656731782
27	0.06055300918
28	0.05523482723
29	0.05032037879
30	0.04592035423
31	0.04186689288
32	0.03819440533
33	0.03498038906
34	0.03199049623
35	0.02932015845
36	0.02680772879
37	0.02452719623
38	0.02250756401
39	0.02064860818
40	0.01892672136
41	0.01736143503
42	0.01597415323
43	0.01468246161
44	0.01351540268
45	0.01243686739
46	0.01146039655
47	0.01056580407
48	0.009765817676
49	0.009067380494
50	0.008474745522
51	0.007858958227
52	0.007370645505
53	0.006869969364
54	0.006482780096
55	0.006042354702
56	0.005639972616
57	0.005273546044
58	0.004992139226
59	0.004639976809
60	0.004468749468
61	0.004248925618
62	0.004020619112
63	0.003824869948
64	0.003651287529
65	0.003524102914
66	0.003391211323
67	0.003295575031
68	0.003232881435
69	0.003155288251
70	0.003101474486
71	0.00304628616
72	0.002985537264
73	0.002938323587
74	0.002829817848
75	0.002780260609
76	0.002742649335
77	0.00266588354
78	0.002618032716
79	0.002548866279
80	0.002506277285
81	0.00248462976
82	0.002449224687
83	0.002399475492
84	0.002350372408
85	0.002315299301
86	0.002294110883
87	0.00225777015
88	0.002179406679
89	0.002125637615
90	0.002083128994
91	0.002057125414
92	0.002041919257
93	0.002017602006
94	0.002008317283
95	0.00197313285
96	0.001951283864
97	0.00193947373
98	0.001918694205
99	0.001902412841
100	0.001854960274
101	0.001846009488
102	0.001837741453
103	0.001817835256
104	0.001787251251
105	0.001773642747
106	0.001761856797
107	0.001720468212
108	0.0017019861
109	0.001690823265
110	0.001664009446
111	0.001649040428
112	0.001644649565
113	0.001599617236
114	0.00154646442
115	0.00154006872
116	0.001533589421
117	0.001529919704
118	0.001525538346
119	0.001488773471
120	0.001460281048
121	0.001442435347
122	0.001434588589
123	0.001421864507
124	0.001405551736
125	0.001384836886
126	0.001373171048
127	0.001362216765
128	0.001311766886
129	0.001294128605
130	0.001289997866
131	0.00128381415
132	0.001226548369
133	0.001207797951
134	0.001204221986
135	0.001194991181
136	0.001167954848
137	0.001166185315
138	0.001162056457
139	0.001114619275
140	0.001109527649
141	0.001102394098
142	0.001096515658
143	0.001091186565
144	0.001082117381
145	0.001078695145
146	0.001073577892
147	0.001033903948
148	0.001024801416
149	0.0009856288811
150	0.0009849745181
151	0.0009776577044
152	0.0009724360281
153	0.0009664276188
154	0.0009599168517
155	0.0009527526356
156	0.0009491947398
157	0.0009483980133
158	0.0009395468172
159	0.000933114831
160	0.0009220630592
161	0.000919182478
162	0.0009165436369
163	0.0009115826198
164	0.0009068200404
165	0.0009007948321
166	0.0008959990501
167	0.000892373376
168	0.0008885140919
169	0.0008675087999
170	0.0008403543881
171	0.0008307858816
172	0.0008262746639
173	0.0008180581547
174	0.0008142606619
175	0.0008117629465
176	0.0007902799423
177	0.0007880196636
178	0.0007858892539
179	0.0007820721476
180	0.0007785273626
181	0.0007773139906
182	0.0007752366115
183	0.0007653200271
184	0.0007606590913
185	0.0007565325923
186	0.0007547283175
187	0.0007513926155
188	0.0007496953177
189	0.0007225435148
190	0.0006975629914
191	0.0006955926851
192	0.0006936226872
193	0.0006920028465
194	0.0006874926627
195	0.0006852605339
196	0.000681338415
197	0.0006806547736
198	0.0006789408571
199	0.0006759018264
200	0.0006571001937
201	0.0006520417749
202	0.0006501657045
203	0.0006353173271
204	0.0006325415848
205	0.0006316410293
206	0.0006302381657
207	0.0006279509349
208	0.0006274122099
209	0.0006265381554
210	0.0006218942578
211	0.0006197303807
212	0.0006136040551
213	0.000611353659
214	0.0006085439359
215	0.0006048986928
216	0.0006032311496
217	0.0005992322733
218	0.0005978159714
219	0.0005957912782
220	0.0005946361575
221	0.0005936415085
222	0.0005903435203
223	0.0005889204125
224	0.0005816524689
225	0.0005627878839
226	0.0005592778815
227	0.0005442513034
228	0.0005409150377
229	0.0005402549153
230	0.0005361978443
231	0.0005337161547
232	0.0005324589237
233	0.0005201151742
234	0.00051628535
235	0.0005133578242
236	0.0005114796683
237	0.0005102639941
238	0.0005072609782
239	0.0005058001194
240	0.000504546478
241	0.0005024423484
242	0.0005013877308
243	0.0005000308333
244	0.0004970578639
245	0.0004941619031
246	0.0004919863947
247	0.0004907398242
248	0.0004880134637
249	0.0004871118233
250	0.0004747117363
251	0.000473636149
252	0.0004725880173
253	0.0004625712211
254	0.0004605562836
255	0.0004596806962
256	0.0004588247567
257	0.0004567081368
258	0.0004557656909
259	0.0004542340109
260	0.00045347191
261	0.00045245831
262	0.0004425389991
263	0.0004409467024
264	0.0004397070463
265	0.0004391221275
266	0.0004380075706
267	0.000434654677
268	0.000433637779
269	0.0004326213438
270	0.0004320624853
271	0.0004313784364
272	0.0004284382343
273	0.0004276769881
274	0.0004268413676
275	0.0004232466919
276	0.0004224832163
277	0.0004217195626
278	0.0004203497783
279	0.000419386803
280	0.0004184057941
281	0.0004173814626
282	0.0004161405082
283	0.000415335438
284	0.000414444588
285	0.0004135804948
286	0.0004130577883
287	0.0004118196598
288	0.0004100954501
289	0.0004089161234
290	0.0004082258469
291	0.0004049396399
292	0.0003974744245
293	0.0003968518559
294	0.0003964008891
295	0.0003872770088
296	0.0003861734479
297	0.0003849347533
298	0.0003843858089
299	0.0003832379366
300	0.000382446115
301	0.000381646902
302	0.0003804570571
303	0.0003798780028
304	0.0003757142362
305	0.0003669770865
306	0.0003631294085
307	0.000361692761
308	0.0003611886583
309	0.0003607558225
310	0.0003554488968
311	0.0003536913529
312	0.0003516792731
313	0.0003475553363
314	0.0003469492451
315	0.0003463121369
316	0.0003458070162
317	0.0003453366356
318	0.0003448091101
319	0.0003376940905
320	0.0003370772061
321	0.0003337342414
322	0.0003333911595
323	0.0003329681935
324	0.0003315641484
325	0.0003311518463
326	0.0003304033233
327	0.0003298914568
328	0.0003294189088
329	0.0003287954346
330	0.0003282320367
331	0.0003277851758
332	0.0003273224062
333	0.000322858214
334	0.0003222527509
335	0.000320905176
336	0.0003205757139
337	0.0003197964379
338	0.0003192161866
339	0.0003169923146
340	0.0003166178874
341	0.0003160027253
342	0.0003149504135
343	0.0003148405675
344	0.0003137715489
345	0.0003129681568
346	0.0003072090937
347	0.0003068801878
348	0.0003065033059
349	0.0003061825327
350	0.0003059408055
351	0.0003024505548
352	0.00030212995
353	0.0003018017393
354	0.0003015007615
355	0.0003011734068
356	0.0002965714593
357	0.0002956778716
358	0.0002947779295
359	0.0002941311282
360	0.0002939839581
361	0.0002936641039
362	0.0002926140578
363	0.0002924676302
364	0.0002919719247
365	0.0002909370712
366	0.0002903366832
367	0.000287795499
368	0.0002874674771
369	0.0002870955304
370	0.0002866298137
371	0.0002812885864
372	0.0002809693131
373	0.0002796944007
374	0.0002788429885
375	0.0002777251831
376	0.0002772816141
377	0.0002713557243
378	0.000270859988
379	0.0002704340436
380	0.0002700920092
381	0.0002690710821
382	0.0002687300743
383	0.000267830922
384	0.0002674342775
385	0.0002671412404
386	0.0002669410596
387	0.0002668225193
388	0.0002652212506
389	0.0002649121341
390	0.0002646230678
391	0.0002639992871
392	0.0002631013723
393	0.0002628839985
394	0.0002623002685
395	0.0002620557873
396	0.000261653183
397	0.0002596039069
398	0.0002568110143
399	0.0002564976367
400	0.0002562568054
401	0.0002557975823
402	0.0002556922669
403	0.0002512420144
404	0.0002505414535
405	0.0002504618112
406	0.0002497923516
407	0.0002496250784
408	0.0002493792214
409	0.0002469004319
410	0.0002454940135
411	0.0002440230988
412	0.0002438146398
413	0.0002437108689
414	0.0002434470604
415	0.0002432374931
416	0.0002428586305
417	0.0002426391737
418	0.0002418017313
419	0.000241556327
420	0.0002412273415
421	0.0002407163406
422	0.0002404371538
423	0.0002364314321
424	0.0002361657973
425	0.000233763307
426	0.0002334736303
427	0.0002332786864
428	0.0002325494303
429	0.0002323060213
430	0.0002306028348
431	0.0002304101628
432	0.000230205795
433	0.0002299121059
